partner_id,lender_name,loan_theme_type,country,region,number_of_loans,loaned_amount_for_theme_region_combo
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cabisea 27 San Antonio Ilagan, Isabela",2,575
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cabisera 15, San Antonio, Ilagan, Isabela",1,200
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cabisera 15, San Antonio, Ilagan",1,1000
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cabisera 2, Ilagan, Isabela",1,600
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cabisera 23, San Antonio, Ilagan, Isabela",12,5400
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cabisera 27 San Antonio Ilagan, Isabela",2,525
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cabisera 27, San Antonio Ilagan, Isabela",1,225
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cabisera 5, Baribad, Ilagan, Isabela",3,2275
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cabisera 5, Baribad, San Antonio, Ilagan, Isabela",13,5350
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cabisera 7, Ilagan Isabela",6,1150
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cabisera 7, Ilagan, Isabela",1,225
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cabisera 8, San Antonio, Ilagan, Isabela",1,500
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cabisera 9-11, San Antonio, Ilagan, Isabela",2,1300
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cabugao, Echague, Isabela",7,2675
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Caddangan, Limabauan, San Pablo",1,425
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Calabayan Minanga, Angadanan, Isabela",11,2775
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Calaccab, Angadanan, Isabela",1,425
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Calamagui 2nd, Ilagan, Isabela",1,1000
123,Alalay sa Kaunlaran (ASKI),General,Philippines,Calamagui San Pablo Cagayan,4,1075
123,Alalay sa Kaunlaran (ASKI),General,Philippines,Calamagui San Pablo Isabela,8,2250
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Calamagui San Pablo, Isabela",4,1150
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Calantac, Alcala, Cagayan",11,4400
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Calao East, Santiago City",1,300
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Calao West, Santiago City",3,2350
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Calaoagan, Piat, Cagayan",6,5050
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Calaoagan, San Guillermo, Isabela",2,1000
123,Alalay sa Kaunlaran (ASKI),General,Philippines,Calaocan Santiago City,1,800
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Calaocan, Alicia, Isabela",1,425
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Calaocan, Angadanan, Isabela",2,2475
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Calaocan, Cabatuan, Isabela",5,3750
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Calaocan, Santiago City, Isabela",1,400
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Calaocan,Alicia,Isabela",10,6050
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Caliguian Burgos, Isabela",3,1325
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Caliguian, Burgos, Isabela",6,4050
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Calilliauan, Solana, Cagayan",2,1100
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Calimag, Alfonso Lista, Ifugao",4,3300
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Calimaturod Cordon, Isabela",7,2175
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Calinaoan malasin, Sto. Thomas, Isabela",3,1550
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Calipahan, Talavera, Nueva Ecija",1,100
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Callao east, Santiago City, Isabela",1,1200
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Callao,Alicia,Isabela",1,300
123,Alalay sa Kaunlaran (ASKI),Water and Sanitation,Philippines,"Calupaan, Alfonso Lista, Ifugao",1,300
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Calupaan, Alfonso Lista, Ifugao",1,300
123,Alalay sa Kaunlaran (ASKI),General,Philippines,Camallanuigan Cagayan,1,500
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Camarag San Isidro, Isabela",3,1700
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Camarunggayan, Aurora, Isabela",1,1000
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Canan, Cabatuan, Isabela",10,4875
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Canangan, Angadanan, Isabela",1,500
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Canogan Norte, Sto. Thomas, Isabela",5,3225
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Capatan Tuguegarao,City",2,500
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Capellan, Ilagan, Isabela",4,1500
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Capirpiriwan Cordon, Isabela",7,3575
123,Alalay sa Kaunlaran (ASKI),General,Philippines,Capirpiriwan Cordon,6,4825
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Capirpiriwan Cordon,Isabela",3,2600
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Capitol, Delfin Albano, Isabela",2,1150
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Caquilingan Cordon, Isabela",8,2225
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Carabatan Chica, Cauayan City, Isabela",5,3150
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Carabatan Punta, Cauayan City, Isabela",7,3200
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Caragasan, Alfonso lista, Ifugao",2,600
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Caragsakan Roxas, Isabela",3,1425
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Carig Norte, Tuguegarao City",2,1700
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Carilucud, Amulung, Cagayan",1,1000
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Carilucud, Solana, Cagayan",11,7875
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Caritan Centro, Tuguegarao City",3,2500
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Caritan Norte, Tuguegarao City",3,2250
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Caritan Tuguegarao,City",1,1400
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Carpentero, Tumauini, Isabela",2,1050
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Carulay, Echague, Isabela",1,425
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Casalatan, Cauayan City, Isabela",1,200
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Casibarag Sur, Cabagan, Isabela",1,525
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Casigayan, Tabuk City, Kalinga",9,6175
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Casingsingan Norte, Amulung, Cagayan",11,5825
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Castillo Echague, Isabela",6,4275
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Catabayungan, Cabagan, Isabela",21,9050
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Catabban, Burgos, Isabela",3,975
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cataggaman Nuevo, Tuguegarao City",11,4625
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cataggaman Nuevo, Tuguegarao, Cagayan",4,1650
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cataggaman Nuevo,Tuguegarao,City",2,1300
123,Alalay sa Kaunlaran (ASKI),Partial Tuition,Philippines,"Cataggaman Pardo, Tuguegarao City",1,225
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cataggaman Pardo, Tuguegarao City",8,2250
123,Alalay sa Kaunlaran (ASKI),General,Philippines,Cataggaman Viejo Tuguegarao City,1,225
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cataggaman Viejo, Tuguegarao City",7,1300
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Catotoran Norte, Camalaniugan, Cagayan",1,1000
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cattaran, Solana, Cagayan",4,4200
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro 02, Tuguegarao City",2,1525
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro 1 Mallig, Isabela",1,650
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro 1, Cabatuan, Isabela",1,200
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro 1, Luna, Isabela",1,425
123,Alalay sa Kaunlaran (ASKI),Disaster Recovery,Philippines,"Centro 1, Luna, Isabela",1,375
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro 1, Mallig, Isabela",3,1650
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro 1, San Guillermo, Isabela",11,7250
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro 1,Angadanan,Isabela",10,4100
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro 10, Tuguegarao City",6,4100
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro 11, Balzain East Tuguegarao City",1,1050
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro 2 San Guillermo, Isabela",9,6225
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro 2, Angadanan, Isabela",10,5675
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro 2, Luna, Isabela",12,4450
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro 2, San Guillermo, Isabela",7,5625
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro 3, Angadanan,Isabela",1,425
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro 3, Luna, Isabela",1,1100
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro Aparri, Cagayan",1,650
123,Alalay sa Kaunlaran (ASKI),General,Philippines,Centro Camalannuigan Cagayan,1,1475
123,Alalay sa Kaunlaran (ASKI),General,Philippines,Centro East Santiago City,7,2725
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro East, Santiago City",2,1525
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro Norte Camalaniugan, Cagayan",1,1375
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro Norte, Alcala, Cagayan",1,225
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro Southeast, Solana, Cagayan",7,6375
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro Southwest, Solana, Cagayan",1,325
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro Sur, Alcala, Cagayan",1,875
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro West, Buguey, Cagayan",1,125
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro West, Santiago City, Isabela",1,600
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro, Amulung, Cagayan",1,1050
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro, Buguey, Cagayan",1,125
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro, Buguey,Cagayan",4,500
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro, Cabagan, Isabela",2,1725
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro, Cabatuan, Isabela",10,6850
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro, NorthEast, Solana, Cagayan",1,675
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro, San Antonio, Ilagan City",1,625
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro, San Antonio, Isabela",1,625
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro, Santo Thomas, Isabela",1,1075
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Centro, Santo Thomas. Isabela",1,425
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Colorado, San Guillermo, Isabela",2,950
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Concepcion, Delfin Albano, Isabela",1,525
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Consular, Angadanan, Isabela",1,350
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cordova, Amulung, Cagayan",16,5650
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cubag, Cabagan, Isabela",3,3575
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Culalabat, Cauayan City, Isabela",9,5275
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Culalabo Del Sur, Burgos, Isabela",3,875
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Culing West, Cabatuan, Isabela",4,1650
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Cumu, Angadanan, Isabela",3,1375
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"DTM Bayombong, Nueva Vizcaya",1,325
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dabubu Grande, San Agustin, Isabela",1,1000
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dabubu PequeÍ±o, San Agustin, Isabela",1,425
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dadap,Luna,Isabela",3,1425
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dadda, Tuguegarao City",3,2100
123,Alalay sa Kaunlaran (ASKI),Water and Sanitation,Philippines,"Dadda, Tuguegarao City",2,800
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dagupan Centro, Tabuk City, Kalinga",6,4325
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dagupan San Mateo, Isabela",4,2175
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dagupan West, Tabuk City, Kalinga",3,2300
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dagupan Weste, Tabuk City, Kalinga",2,1450
123,Alalay sa Kaunlaran (ASKI),Disaster Recovery,Philippines,"Dagupan, Benito Soliven",1,125
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dagupan, Benito Soliven",3,1475
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dagupan, Tabuk City, Kalinga",4,1825
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dagupan, Tabuka City, Kalinga",1,650
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dagupan, Tuao, Cagayan",3,375
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dalakip, Angadanan, Isabela",3,2875
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dalaoig, Alcala, Cagayan",3,1850
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dalena, San Pablo, Isabela",16,8450
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dalenat, Angadanan, Isabela",8,2225
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dalig Viejo, Burgos, Isabela",1,975
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dammang East, Echague, Isabela",4,950
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dammang West, Echague, Isabela",1,1000
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dana-ili, Abulug, Cagayan",2,1700
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dangan, Reina Mercedes, Isabela",6,2350
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Danipa, Benito Soliven, Isabela",10,5575
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Daragutan East, San Mariano, Isabela",2,1000
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Daramuangan Norte San Mateo,Isabela",4,2250
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Daramungan Norte San Mateo,Isabela",1,1025
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"De Vera, Cauayan City, Isabela",2,1700
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Del Corpuz, Cabatuan, Isabela",1,400
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Del Pilar St. Dist. 4 Bayombong, Nueva Vizcaya",1,225
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Del Pilar, Alicia, Isabela",6,3725
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Del Pilar, Cabatuan, Isabela",19,8900
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Del Pilar, San Mariano, Isabela",17,7575
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Diamantina,Cabatuan,Isabela",14,6550
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Diarao, Jones, Isabela",1,1050
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dibibi Cabarroguis, Quirino",3,1875
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dicamay I, Jones, Isabela",1,825
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Didipio, Kasibu, Nueva viscaya",3,2375
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Diduyun Maddela, Quirino",1,300
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Diffun, Quirino",1,600
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dingading, San Guillermo, Isabela",1,1100
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dingalan, Aurora",1,425
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dingasan, Cabarroguis, Quirino",1,625
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dipacamo,San Guillermo,Isabela",1,650
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dipintin, Maddela, Quirino",3,1450
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Disimungal, Nagtipunan, Quirino",2,725
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"District 1 San Manuel, Isabela",1,225
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"District 1, Benito Soliven, Isabela",4,2150
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"District 1, Benito Soliven",1,600
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"District 1, Cauayan City, Isabela",8,5150
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"District 1, San Manuel, Isabela",2,900
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"District 2, Benito Soliven, Isabela",3,2600
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"District 2, Cauayan City,Isabela",6,5875
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"District 2.,Cauayan City, Isabela",1,1050
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"District 3, Cauayan city, Isabela",6,3350
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"District 3, San Manuel, Isabela",4,3700
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"District II, Benito Soliven, Isabela",1,1075
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"District IV, Bayombong, Nueva Vizcaya",2,500
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Disulap, San Mariano, Isabela",3,2450
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Divisoria Norte Maddela, Quirino",1,275
123,Alalay sa Kaunlaran (ASKI),General,Philippines,Divisoria Santiago City,8,4200
123,Alalay sa Kaunlaran (ASKI),General,Philippines,Divisoria Santiago,2,525
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Divisoria Sur, Maddela, Quirino",1,1025
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Divisoria, Enrile, Cagayan",15,3650
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Divisoria, Santiago City",2,250
123,Alalay sa Kaunlaran (ASKI),Disaster Recovery,Philippines,"Divisoria, Sta. Maria, Isabela",1,125
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Divisoria, Sta. Maria, Isabela",13,2675
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dodan, PeÍ±ablanca,Cagayan",5,1625
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dolowog Centro, Alfonso Lista, Ifugao",2,850
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Don Mariano Marcos Bayombong, Nueva Vizcaya",1,225
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Don Mariano Vira Roxas, Isabela",1,425
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"DoÍ±a Concha Roxas, Isabela",3,1150
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Do a  Concha Roxas, Isabela",4,1625
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Do a Concha, Roxas,Isabela",2,775
123,Alalay sa Kaunlaran (ASKI),General,Philippines,Dubinan West Santiago City,1,625
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dulong Bayan, Quezon, Nueva Ecija",2,200
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dumabato Norte, Maddela, Quirino",2,1025
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dumawing, Jones, Isabela",1,1000
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Duminit, Cauayan City, Isabela",7,2150
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dummon, Quezon, Isabela",1,425
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Dungo, Aglipay, Quirino",2,750
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Enrile, Cagayan",1,300
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Esperanza East, Aurora, Isabela",1,1075
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Estefania, Amulung, Cagayan",1,200
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Estrada, Quezon, Isabela",2,1250
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Estrella, San Mateo, Isabela",2,1450
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Estrella,San Guillermo,Isabela",2,700
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Fermeldy, Tumauini, Isabela",1,550
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Fugo Jones, Isabela",2,300
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Fugu Echague, Isabela",1,375
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Fugu Jones, Isabela",1,225
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Fugu, Tumauini, Isabela",9,5075
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Furagui, Solana, Cagayan",5,1175
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Gaddanan, San Mateo, Isabela",6,3975
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Gadu Solana, Cagayan",3,1550
123,Alalay sa Kaunlaran (ASKI),Partial Tuition,Philippines,"Gadu, Solana, Cagayan",1,175
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Gadu, Solana, Cagayan",3,375
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Gamis Saguday, Quirino",2,450
123,Alalay sa Kaunlaran (ASKI),Housing Improvement,Philippines,"Gamis Saguday, Quirino",1,600
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Gamu, Ilagan, Isabela",3,800
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Gappal, Cauayan City, Isabela",11,6150
123,Alalay sa Kaunlaran (ASKI),Water and Sanitation,Philippines,"Gappal, Cauayan City, Isabela",3,600
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Garab, Iguig, Cagayan",1,250
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Garit Norte Echague, Isabela",3,900
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Gayong Cordon, Isabela",1,325
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Gen. Balao, Solana, Cagayan",1,875
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"General Aguinaldo Ramon, Isabela",5,3050
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"General Balao, Solana Cagayan",1,225
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Global Village Quezon, San Isidro, Isabela",1,150
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Gomez San Isidro, Isabela",2,1200
123,Alalay sa Kaunlaran (ASKI),General,Philippines,Gomez San Isidro,1,1000
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Gomez, Cabarroguis, Quirino",4,1975
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Gosi Norte, Tuguegarao City",1,425
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Gosi Sur, Tuguegarao City",3,2000
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Guam, San guillermo, Isabela",4,1350
123,Alalay sa Kaunlaran (ASKI),Water and Sanitation,Philippines,"Guayabal,Cauayan City,Isabela",1,925
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Gucab Echague, Isabela",12,6300
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Guibang, Gamu, Isabela",2,1600
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Guinatan, Ilagan, Isabela",1,200
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Gumbauan, Echague, Isabela",6,2900
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Gundaway Cabarroguis, Quirino",4,2725
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Guribang Diffun, Quirino",6,1275
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Habitat Village, Gumbauan, Echague, Isabela",1,600
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Harana, Luna, Isabela",3,850
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Holy Friday, Mallig, Isabela",7,4300
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Iguig, Cagayan",3,3000
123,Alalay sa Kaunlaran (ASKI),General,Philippines,Ilagan,2,1800
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Ipil, Echague, Isabela",2,475
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Iraga, Solana, Cagayan",3,575
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Isidro Paredes Diffun, Quirino",1,550
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Jaen, Nueva Ecija",1,425
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Kalabaza, Aurora, Isabela",6,3575
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Karagsakan, Roxas, Isabela",2,1700
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Kiling, Alfonso Lista, Ifugao",4,1375
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"La Paz, Cabatuan, Isabela",9,4150
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"La Salette, Benito Soliven, Isabela",3,3050
123,Alalay sa Kaunlaran (ASKI),Housing Improvement,Philippines,"Labinab Grande, Reina Mercedes, Isabela",1,500
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Labinab PequeÍ±o, Reina Mercedes, Isabela",1,450
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Labinab, Cauayan City, Isabela",2,1525
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Lal-lo, Cagayan",1,600
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Lalauanan, Tumauini, Isabela",1,600
123,Alalay sa Kaunlaran (ASKI),General,Philippines,"Lalog 1, Luna, Isabela",1,325
